Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
1,NULL,3,,,0,,,NaN
2,3D_Object,1,Object_05_L.png,Object_05_R.png,0,3D,Object,5
2,NULL,7,,,0,,,NaN
3,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
3,NULL,3,,,0,,,NaN
4,3D_Hand,1,Hand_13_L.png,Hand_13_R.png,0,3D,Hand,13
4,NULL,3,,,0,,,NaN
5,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
5,NULL,3,,,0,,,NaN
6,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
6,NULL,3,,,0,,,NaN
7,2D_Object,1,Object_01_R.png,Object_01_R.png,0,2D,Object,1
7,NULL,3,,,0,,,NaN
8,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
8,NULL,3,,,0,,,NaN
9,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
9,NULL,3,,,0,,,NaN
10,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
10,NULL,7,,,0,,,NaN
11,2D_Hand,1,Hand_05_R.png,Hand_05_R.png,0,2D,Hand,5
11,NULL,7,,,0,,,NaN
12,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,0,2D,Hand,15
12,NULL,3,,,0,,,NaN
13,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
13,NULL,7,,,0,,,NaN
14,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,0,2D,Hand,3
14,NULL,3,,,0,,,NaN
15,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,1,2D,Hand,3
15,NULL,3,,,0,,,NaN
16,3D_Object,1,Object_01_L.png,Object_01_R.png,0,3D,Object,1
16,NULL,3,,,0,,,NaN
17,3D_Object,1,Object_16_L.png,Object_16_R.png,0,3D,Object,16
17,NULL,7,,,0,,,NaN
18,3D_Face,1,Face_05_L.png,Face_05_R.png,0,3D,Face,5
18,NULL,7,,,0,,,NaN
19,2D_Object,1,Object_09_R.png,Object_09_R.png,0,2D,Object,9
19,NULL,7,,,0,,,NaN
20,3D_Face,1,Face_07_L.png,Face_07_R.png,0,3D,Face,7
20,NULL,7,,,0,,,NaN
21,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
21,NULL,3,,,0,,,NaN
22,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
22,NULL,7,,,0,,,NaN
23,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
23,NULL,7,,,0,,,NaN
24,2D_Face,1,Face_11_R.png,Face_11_R.png,0,2D,Face,11
24,NULL,3,,,0,,,NaN
25,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
25,NULL,3,,,0,,,NaN
26,3D_Object,1,Object_06_L.png,Object_06_R.png,0,3D,Object,6
26,NULL,7,,,0,,,NaN
27,2D_Face,1,Face_14_R.png,Face_14_R.png,0,2D,Face,14
27,NULL,3,,,0,,,NaN
28,2D_Face,1,Face_02_R.png,Face_02_R.png,0,2D,Face,2
28,NULL,3,,,0,,,NaN
29,3D_Face,1,Face_04_L.png,Face_04_R.png,0,3D,Face,4
29,NULL,3,,,0,,,NaN
30,3D_Face,1,Face_11_L.png,Face_11_R.png,0,3D,Face,11
30,NULL,3,,,0,,,NaN
31,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
31,NULL,7,,,0,,,NaN
32,2D_Hand,1,Hand_11_R.png,Hand_11_R.png,0,2D,Hand,11
32,NULL,3,,,0,,,NaN
33,2D_Object,1,Object_02_R.png,Object_02_R.png,0,2D,Object,2
33,NULL,7,,,0,,,NaN
34,2D_Face,1,Face_09_R.png,Face_09_R.png,0,2D,Face,9
34,NULL,3,,,0,,,NaN
35,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
35,NULL,3,,,0,,,NaN
36,3D_Object,1,Object_11_L.png,Object_11_R.png,0,3D,Object,11
36,NULL,3,,,0,,,NaN
37,3D_Face,1,Face_03_L.png,Face_03_R.png,0,3D,Face,3
37,NULL,3,,,0,,,NaN
38,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
38,NULL,3,,,0,,,NaN
39,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
39,NULL,3,,,0,,,NaN
40,2D_Hand,1,Hand_07_R.png,Hand_07_R.png,0,2D,Hand,7
40,NULL,3,,,0,,,NaN
41,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
41,NULL,3,,,0,,,NaN
42,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
42,NULL,3,,,0,,,NaN
43,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
43,NULL,7,,,0,,,NaN
44,3D_Hand,1,Hand_06_L.png,Hand_06_R.png,0,3D,Hand,6
44,NULL,7,,,0,,,NaN
45,2D_Object,1,Object_05_R.png,Object_05_R.png,0,2D,Object,5
45,NULL,3,,,0,,,NaN
46,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
46,NULL,3,,,0,,,NaN
47,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
47,NULL,7,,,0,,,NaN
48,2D_Object,1,Object_10_R.png,Object_10_R.png,0,2D,Object,10
48,NULL,3,,,0,,,NaN
49,3D_Hand,1,Hand_15_L.png,Hand_15_R.png,0,3D,Hand,15
49,NULL,3,,,0,,,NaN
50,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
50,NULL,3,,,0,,,NaN
51,2D_Face,1,Face_07_R.png,Face_07_R.png,0,2D,Face,7
51,NULL,7,,,0,,,NaN
52,3D_Object,1,Object_09_L.png,Object_09_R.png,0,3D,Object,9
52,NULL,7,,,0,,,NaN
53,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
53,NULL,7,,,0,,,NaN
54,3D_Hand,1,Hand_09_L.png,Hand_09_R.png,0,3D,Hand,9
54,NULL,7,,,0,,,NaN
55,2D_Hand,1,Hand_06_R.png,Hand_06_R.png,0,2D,Hand,6
55,NULL,7,,,0,,,NaN
56,3D_Hand,1,Hand_03_L.png,Hand_03_R.png,0,3D,Hand,3
56,NULL,3,,,0,,,NaN
57,3D_Hand,1,Hand_16_L.png,Hand_16_R.png,0,3D,Hand,16
57,NULL,3,,,0,,,NaN
58,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
58,NULL,3,,,0,,,NaN
59,3D_Hand,1,Hand_12_L.png,Hand_12_R.png,0,3D,Hand,12
59,NULL,7,,,0,,,NaN
60,2D_Face,1,Face_08_R.png,Face_08_R.png,0,2D,Face,8
60,NULL,3,,,0,,,NaN
61,2D_Hand,1,Hand_09_R.png,Hand_09_R.png,0,2D,Hand,9
61,NULL,3,,,0,,,NaN
62,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
62,NULL,3,,,0,,,NaN
63,3D_Hand,1,Hand_10_L.png,Hand_10_R.png,0,3D,Hand,10
63,NULL,7,,,0,,,NaN
64,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
64,NULL,3,,,0,,,NaN
65,3D_Object,1,Object_02_L.png,Object_02_R.png,0,3D,Object,2
65,NULL,7,,,0,,,NaN
66,2D_Hand,1,Hand_10_R.png,Hand_10_R.png,0,2D,Hand,10
66,NULL,3,,,0,,,NaN
67,3D_Face,1,Face_08_L.png,Face_08_R.png,0,3D,Face,8
67,NULL,7,,,0,,,NaN
68,2D_Object,1,Object_07_R.png,Object_07_R.png,0,2D,Object,7
68,NULL,3,,,0,,,NaN
69,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
69,NULL,7,,,0,,,NaN
70,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
70,NULL,3,,,0,,,NaN
71,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
71,NULL,3,,,0,,,NaN
72,2D_Object,1,Object_14_R.png,Object_14_R.png,0,2D,Object,14
72,NULL,3,,,0,,,NaN
73,2D_Hand,1,Hand_01_R.png,Hand_01_R.png,0,2D,Hand,1
73,NULL,3,,,0,,,NaN
74,2D_Face,1,Face_10_R.png,Face_10_R.png,0,2D,Face,10
74,NULL,3,,,0,,,NaN
75,2D_Face,1,Face_16_R.png,Face_16_R.png,0,2D,Face,16
75,NULL,3,,,0,,,NaN
