Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
1,NULL,3,,,0,,,NaN
2,3D_Face,1,Face_03_L.png,Face_03_R.png,0,3D,Face,3
2,NULL,7,,,0,,,NaN
3,2D_Face,1,Face_02_R.png,Face_02_R.png,0,2D,Face,2
3,NULL,3,,,0,,,NaN
4,2D_Face,1,Face_15_R.png,Face_15_R.png,0,2D,Face,15
4,NULL,3,,,0,,,NaN
5,3D_Face,1,Face_07_L.png,Face_07_R.png,0,3D,Face,7
5,NULL,3,,,0,,,NaN
6,2D_Hand,1,Hand_04_R.png,Hand_04_R.png,0,2D,Hand,4
6,NULL,3,,,0,,,NaN
7,3D_Object,1,Object_11_L.png,Object_11_R.png,0,3D,Object,11
7,NULL,3,,,0,,,NaN
8,3D_Hand,1,Hand_04_L.png,Hand_04_R.png,0,3D,Hand,4
8,NULL,3,,,0,,,NaN
9,2D_Face,1,Face_11_R.png,Face_11_R.png,0,2D,Face,11
9,NULL,3,,,0,,,NaN
10,2D_Object,1,Object_01_R.png,Object_01_R.png,0,2D,Object,1
10,NULL,3,,,0,,,NaN
11,2D_Hand,1,Hand_11_R.png,Hand_11_R.png,0,2D,Hand,11
11,NULL,3,,,0,,,NaN
12,2D_Face,1,Face_14_R.png,Face_14_R.png,0,2D,Face,14
12,NULL,3,,,0,,,NaN
13,3D_Hand,1,Hand_09_L.png,Hand_09_R.png,0,3D,Hand,9
13,NULL,3,,,0,,,NaN
14,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
14,NULL,3,,,0,,,NaN
15,2D_Object,1,Object_05_R.png,Object_05_R.png,0,2D,Object,5
15,NULL,7,,,0,,,NaN
16,3D_Hand,1,Hand_06_L.png,Hand_06_R.png,0,3D,Hand,6
16,NULL,7,,,0,,,NaN
17,2D_Hand,1,Hand_06_R.png,Hand_06_R.png,0,2D,Hand,6
17,NULL,3,,,0,,,NaN
18,2D_Hand,1,Hand_13_R.png,Hand_13_R.png,0,2D,Hand,13
18,NULL,3,,,0,,,NaN
19,2D_Hand,1,Hand_13_R.png,Hand_13_R.png,1,2D,Hand,13
19,NULL,7,,,0,,,NaN
20,3D_Hand,1,Hand_16_L.png,Hand_16_R.png,0,3D,Hand,16
20,NULL,3,,,0,,,NaN
21,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
21,NULL,3,,,0,,,NaN
22,3D_Face,1,Face_16_L.png,Face_16_R.png,0,3D,Face,16
22,NULL,7,,,0,,,NaN
23,2D_Object,1,Object_03_R.png,Object_03_R.png,0,2D,Object,3
23,NULL,7,,,0,,,NaN
24,3D_Object,1,Object_13_L.png,Object_13_R.png,0,3D,Object,13
24,NULL,7,,,0,,,NaN
25,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
25,NULL,3,,,0,,,NaN
26,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
26,NULL,7,,,0,,,NaN
27,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
27,NULL,3,,,0,,,NaN
28,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
28,NULL,7,,,0,,,NaN
29,3D_Object,1,Object_01_L.png,Object_01_R.png,0,3D,Object,1
29,NULL,3,,,0,,,NaN
30,2D_Hand,1,Hand_01_R.png,Hand_01_R.png,0,2D,Hand,1
30,NULL,7,,,0,,,NaN
31,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
31,NULL,3,,,0,,,NaN
32,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
32,NULL,3,,,0,,,NaN
33,3D_Object,1,Object_09_L.png,Object_09_R.png,0,3D,Object,9
33,NULL,3,,,0,,,NaN
34,2D_Face,1,Face_09_R.png,Face_09_R.png,0,2D,Face,9
34,NULL,3,,,0,,,NaN
35,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,0,2D,Hand,3
35,NULL,7,,,0,,,NaN
36,2D_Object,1,Object_10_R.png,Object_10_R.png,0,2D,Object,10
36,NULL,3,,,0,,,NaN
37,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
37,NULL,3,,,0,,,NaN
38,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
38,NULL,3,,,0,,,NaN
39,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
39,NULL,3,,,0,,,NaN
40,3D_Object,1,Object_15_L.png,Object_15_R.png,0,3D,Object,15
40,NULL,3,,,0,,,NaN
41,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
41,NULL,7,,,0,,,NaN
42,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
42,NULL,3,,,0,,,NaN
43,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
43,NULL,7,,,0,,,NaN
44,3D_Hand,1,Hand_11_L.png,Hand_11_R.png,0,3D,Hand,11
44,NULL,3,,,0,,,NaN
45,3D_Hand,1,Hand_03_L.png,Hand_03_R.png,0,3D,Hand,3
45,NULL,3,,,0,,,NaN
46,3D_Object,1,Object_06_L.png,Object_06_R.png,0,3D,Object,6
46,NULL,7,,,0,,,NaN
47,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
47,NULL,3,,,0,,,NaN
48,2D_Object,1,Object_07_R.png,Object_07_R.png,0,2D,Object,7
48,NULL,7,,,0,,,NaN
49,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
49,NULL,7,,,0,,,NaN
50,2D_Face,1,Face_10_R.png,Face_10_R.png,0,2D,Face,10
50,NULL,7,,,0,,,NaN
51,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
51,NULL,3,,,0,,,NaN
52,3D_Object,1,Object_16_L.png,Object_16_R.png,0,3D,Object,16
52,NULL,7,,,0,,,NaN
53,2D_Hand,1,Hand_09_R.png,Hand_09_R.png,0,2D,Hand,9
53,NULL,3,,,0,,,NaN
54,3D_Face,1,Face_11_L.png,Face_11_R.png,0,3D,Face,11
54,NULL,3,,,0,,,NaN
55,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
55,NULL,3,,,0,,,NaN
56,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
56,NULL,7,,,0,,,NaN
57,2D_Hand,1,Hand_10_R.png,Hand_10_R.png,0,2D,Hand,10
57,NULL,3,,,0,,,NaN
58,2D_Face,1,Face_08_R.png,Face_08_R.png,0,2D,Face,8
58,NULL,3,,,0,,,NaN
59,2D_Face,1,Face_06_R.png,Face_06_R.png,0,2D,Face,6
59,NULL,7,,,0,,,NaN
60,2D_Object,1,Object_15_R.png,Object_15_R.png,0,2D,Object,15
60,NULL,7,,,0,,,NaN
61,2D_Object,1,Object_13_R.png,Object_13_R.png,0,2D,Object,13
61,NULL,3,,,0,,,NaN
62,3D_Face,1,Face_08_L.png,Face_08_R.png,0,3D,Face,8
62,NULL,3,,,0,,,NaN
63,3D_Hand,1,Hand_01_L.png,Hand_01_R.png,0,3D,Hand,1
63,NULL,3,,,0,,,NaN
64,3D_Hand,1,Hand_13_L.png,Hand_13_R.png,0,3D,Hand,13
64,NULL,3,,,0,,,NaN
65,2D_Object,1,Object_09_R.png,Object_09_R.png,0,2D,Object,9
65,NULL,3,,,0,,,NaN
66,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
66,NULL,3,,,0,,,NaN
67,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
67,NULL,7,,,0,,,NaN
68,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
68,NULL,3,,,0,,,NaN
