Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,3D_Object,1,Object_02_L.png,Object_02_R.png,0,3D,Object,2
1,NULL,7,,,0,,,NaN
2,3D_Face,1,Face_04_L.png,Face_04_R.png,0,3D,Face,4
2,NULL,7,,,0,,,NaN
3,2D_Object,1,Object_10_R.png,Object_10_R.png,0,2D,Object,10
3,NULL,3,,,0,,,NaN
4,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
4,NULL,3,,,0,,,NaN
5,2D_Hand,1,Hand_16_R.png,Hand_16_R.png,0,2D,Hand,16
5,NULL,7,,,0,,,NaN
6,3D_Hand,1,Hand_12_L.png,Hand_12_R.png,0,3D,Hand,12
6,NULL,3,,,0,,,NaN
7,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
7,NULL,3,,,0,,,NaN
8,3D_Hand,1,Hand_16_L.png,Hand_16_R.png,0,3D,Hand,16
8,NULL,7,,,0,,,NaN
9,2D_Object,1,Object_01_R.png,Object_01_R.png,0,2D,Object,1
9,NULL,3,,,0,,,NaN
10,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
10,NULL,7,,,0,,,NaN
11,2D_Face,1,Face_09_R.png,Face_09_R.png,0,2D,Face,9
11,NULL,3,,,0,,,NaN
12,3D_Object,1,Object_11_L.png,Object_11_R.png,0,3D,Object,11
12,NULL,3,,,0,,,NaN
13,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
13,NULL,3,,,0,,,NaN
14,3D_Hand,1,Hand_13_L.png,Hand_13_R.png,0,3D,Hand,13
14,NULL,7,,,0,,,NaN
15,2D_Hand,1,Hand_01_R.png,Hand_01_R.png,0,2D,Hand,1
15,NULL,3,,,0,,,NaN
16,2D_Object,1,Object_04_R.png,Object_04_R.png,0,2D,Object,4
16,NULL,3,,,0,,,NaN
17,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
17,NULL,3,,,0,,,NaN
18,2D_Hand,1,Hand_13_R.png,Hand_13_R.png,0,2D,Hand,13
18,NULL,3,,,0,,,NaN
19,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,0,2D,Hand,15
19,NULL,3,,,0,,,NaN
20,3D_Face,1,Face_08_L.png,Face_08_R.png,0,3D,Face,8
20,NULL,3,,,0,,,NaN
21,2D_Hand,1,Hand_06_R.png,Hand_06_R.png,0,2D,Hand,6
21,NULL,3,,,0,,,NaN
22,2D_Face,1,Face_16_R.png,Face_16_R.png,0,2D,Face,16
22,NULL,3,,,0,,,NaN
23,2D_Face,1,Face_16_R.png,Face_16_R.png,1,2D,Face,16
23,NULL,3,,,0,,,NaN
24,3D_Hand,1,Hand_07_L.png,Hand_07_R.png,0,3D,Hand,7
24,NULL,3,,,0,,,NaN
25,3D_Hand,1,Hand_09_L.png,Hand_09_R.png,0,3D,Hand,9
25,NULL,3,,,0,,,NaN
26,2D_Face,1,Face_11_R.png,Face_11_R.png,0,2D,Face,11
26,NULL,7,,,0,,,NaN
27,3D_Face,1,Face_07_L.png,Face_07_R.png,0,3D,Face,7
27,NULL,3,,,0,,,NaN
28,3D_Face,1,Face_14_L.png,Face_14_R.png,0,3D,Face,14
28,NULL,3,,,0,,,NaN
29,3D_Object,1,Object_13_L.png,Object_13_R.png,0,3D,Object,13
29,NULL,3,,,0,,,NaN
30,2D_Object,1,Object_02_R.png,Object_02_R.png,0,2D,Object,2
30,NULL,3,,,0,,,NaN
31,3D_Hand,1,Hand_10_L.png,Hand_10_R.png,0,3D,Hand,10
31,NULL,7,,,0,,,NaN
32,3D_Object,1,Object_09_L.png,Object_09_R.png,0,3D,Object,9
32,NULL,3,,,0,,,NaN
33,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
33,NULL,3,,,0,,,NaN
34,2D_Object,1,Object_15_R.png,Object_15_R.png,0,2D,Object,15
34,NULL,7,,,0,,,NaN
35,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
35,NULL,3,,,0,,,NaN
36,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
36,NULL,7,,,0,,,NaN
37,3D_Object,1,Object_05_L.png,Object_05_R.png,0,3D,Object,5
37,NULL,3,,,0,,,NaN
38,2D_Hand,1,Hand_12_R.png,Hand_12_R.png,0,2D,Hand,12
38,NULL,3,,,0,,,NaN
39,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
39,NULL,3,,,0,,,NaN
40,3D_Face,1,Face_05_L.png,Face_05_R.png,0,3D,Face,5
40,NULL,7,,,0,,,NaN
41,2D_Object,1,Object_13_R.png,Object_13_R.png,0,2D,Object,13
41,NULL,3,,,0,,,NaN
42,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
42,NULL,7,,,0,,,NaN
43,3D_Face,1,Face_03_L.png,Face_03_R.png,0,3D,Face,3
43,NULL,7,,,0,,,NaN
44,3D_Face,1,Face_11_L.png,Face_11_R.png,0,3D,Face,11
44,NULL,3,,,0,,,NaN
45,2D_Hand,1,Hand_04_R.png,Hand_04_R.png,0,2D,Hand,4
45,NULL,7,,,0,,,NaN
46,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
46,NULL,3,,,0,,,NaN
47,2D_Face,1,Face_08_R.png,Face_08_R.png,0,2D,Face,8
47,NULL,7,,,0,,,NaN
48,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
48,NULL,7,,,0,,,NaN
49,2D_Hand,1,Hand_10_R.png,Hand_10_R.png,0,2D,Hand,10
49,NULL,3,,,0,,,NaN
50,2D_Hand,1,Hand_11_R.png,Hand_11_R.png,0,2D,Hand,11
50,NULL,3,,,0,,,NaN
51,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
51,NULL,3,,,0,,,NaN
52,3D_Hand,1,Hand_04_L.png,Hand_04_R.png,0,3D,Hand,4
52,NULL,3,,,0,,,NaN
53,2D_Object,1,Object_09_R.png,Object_09_R.png,0,2D,Object,9
53,NULL,3,,,0,,,NaN
54,2D_Hand,1,Hand_09_R.png,Hand_09_R.png,0,2D,Hand,9
54,NULL,7,,,0,,,NaN
55,2D_Object,1,Object_03_R.png,Object_03_R.png,0,2D,Object,3
55,NULL,3,,,0,,,NaN
56,3D_Hand,1,Hand_06_L.png,Hand_06_R.png,0,3D,Hand,6
56,NULL,7,,,0,,,NaN
57,3D_Object,1,Object_10_L.png,Object_10_R.png,0,3D,Object,10
57,NULL,3,,,0,,,NaN
58,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
58,NULL,7,,,0,,,NaN
59,3D_Object,1,Object_14_L.png,Object_14_R.png,0,3D,Object,14
59,NULL,7,,,0,,,NaN
60,2D_Face,1,Face_07_R.png,Face_07_R.png,0,2D,Face,7
60,NULL,3,,,0,,,NaN
61,2D_Object,1,Object_07_R.png,Object_07_R.png,0,2D,Object,7
61,NULL,3,,,0,,,NaN
62,2D_Face,1,Face_10_R.png,Face_10_R.png,0,2D,Face,10
62,NULL,3,,,0,,,NaN
63,3D_Hand,1,Hand_03_L.png,Hand_03_R.png,0,3D,Hand,3
63,NULL,3,,,0,,,NaN
64,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
64,NULL,3,,,0,,,NaN
65,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,0,2D,Hand,3
65,NULL,7,,,0,,,NaN
66,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
66,NULL,3,,,0,,,NaN
67,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
67,NULL,7,,,0,,,NaN
68,2D_Face,1,Face_15_R.png,Face_15_R.png,0,2D,Face,15
68,NULL,7,,,0,,,NaN
69,3D_Face,1,Face_10_L.png,Face_10_R.png,0,3D,Face,10
69,NULL,3,,,0,,,NaN
70,2D_Face,1,Face_04_R.png,Face_04_R.png,0,2D,Face,4
70,NULL,3,,,0,,,NaN
71,3D_Object,1,Object_16_L.png,Object_16_R.png,0,3D,Object,16
71,NULL,3,,,0,,,NaN
72,3D_Object,1,Object_16_L.png,Object_16_R.png,1,3D,Object,16
72,NULL,3,,,0,,,NaN
73,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
73,NULL,3,,,0,,,NaN
74,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
74,NULL,3,,,0,,,NaN
75,3D_Face,1,Face_16_L.png,Face_16_R.png,0,3D,Face,16
75,NULL,7,,,0,,,NaN
76,2D_Face,1,Face_14_R.png,Face_14_R.png,0,2D,Face,14
76,NULL,7,,,0,,,NaN
77,3D_Object,1,Object_15_L.png,Object_15_R.png,0,3D,Object,15
77,NULL,3,,,0,,,NaN
78,3D_Hand,1,Hand_01_L.png,Hand_01_R.png,0,3D,Hand,1
78,NULL,7,,,0,,,NaN
79,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
79,NULL,7,,,0,,,NaN
80,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
80,NULL,3,,,0,,,NaN
81,2D_Face,1,Face_06_R.png,Face_06_R.png,0,2D,Face,6
81,NULL,3,,,0,,,NaN
82,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
82,NULL,3,,,0,,,NaN
83,3D_Hand,1,Hand_15_L.png,Hand_15_R.png,0,3D,Hand,15
83,NULL,3,,,0,,,NaN
84,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
84,NULL,3,,,0,,,NaN
85,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
85,NULL,7,,,0,,,NaN
86,2D_Hand,1,Hand_05_R.png,Hand_05_R.png,0,2D,Hand,5
86,NULL,3,,,0,,,NaN
87,2D_Object,1,Object_05_R.png,Object_05_R.png,0,2D,Object,5
87,NULL,3,,,0,,,NaN
88,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
88,NULL,3,,,0,,,NaN
89,2D_Hand,1,Hand_07_R.png,Hand_07_R.png,0,2D,Hand,7
89,NULL,7,,,0,,,NaN
90,3D_Object,1,Object_01_L.png,Object_01_R.png,0,3D,Object,1
90,NULL,7,,,0,,,NaN
91,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
91,NULL,7,,,0,,,NaN
92,3D_Hand,1,Hand_11_L.png,Hand_11_R.png,0,3D,Hand,11
92,NULL,3,,,0,,,NaN
93,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
93,NULL,3,,,0,,,NaN
94,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
94,NULL,3,,,0,,,NaN
95,2D_Object,1,Object_14_R.png,Object_14_R.png,0,2D,Object,14
95,NULL,3,,,0,,,NaN
96,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
96,NULL,3,,,0,,,NaN
97,3D_Object,1,Object_06_L.png,Object_06_R.png,0,3D,Object,6
97,NULL,7,,,0,,,NaN
98,2D_Face,1,Face_02_R.png,Face_02_R.png,0,2D,Face,2
98,NULL,3,,,0,,,NaN
0,NULL,16,,,0,,,NaN
