Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,3D_Hand,1,Hand_06_L.png,Hand_06_R.png,0,3D,Hand,6
1,NULL,7,,,0,,,NaN
2,2D_Face,1,Face_10_R.png,Face_10_R.png,0,2D,Face,10
2,NULL,3,,,0,,,NaN
3,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
3,NULL,7,,,0,,,NaN
4,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
4,NULL,7,,,0,,,NaN
5,2D_Face,1,Face_08_R.png,Face_08_R.png,0,2D,Face,8
5,NULL,3,,,0,,,NaN
6,2D_Object,1,Object_03_R.png,Object_03_R.png,0,2D,Object,3
6,NULL,7,,,0,,,NaN
7,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
7,NULL,3,,,0,,,NaN
8,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
8,NULL,3,,,0,,,NaN
9,3D_Face,1,Face_11_L.png,Face_11_R.png,0,3D,Face,11
9,NULL,3,,,0,,,NaN
10,3D_Object,1,Object_15_L.png,Object_15_R.png,0,3D,Object,15
10,NULL,3,,,0,,,NaN
11,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
11,NULL,3,,,0,,,NaN
12,2D_Object,1,Object_14_R.png,Object_14_R.png,0,2D,Object,14
12,NULL,3,,,0,,,NaN
13,2D_Hand,1,Hand_09_R.png,Hand_09_R.png,0,2D,Hand,9
13,NULL,3,,,0,,,NaN
14,2D_Object,1,Object_10_R.png,Object_10_R.png,0,2D,Object,10
14,NULL,3,,,0,,,NaN
15,2D_Face,1,Face_11_R.png,Face_11_R.png,0,2D,Face,11
15,NULL,3,,,0,,,NaN
16,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
16,NULL,7,,,0,,,NaN
17,2D_Face,1,Face_04_R.png,Face_04_R.png,0,2D,Face,4
17,NULL,3,,,0,,,NaN
18,2D_Hand,1,Hand_11_R.png,Hand_11_R.png,0,2D,Hand,11
18,NULL,3,,,0,,,NaN
19,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
19,NULL,3,,,0,,,NaN
20,2D_Object,1,Object_05_R.png,Object_05_R.png,0,2D,Object,5
20,NULL,3,,,0,,,NaN
21,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
21,NULL,7,,,0,,,NaN
22,3D_Face,1,Face_04_L.png,Face_04_R.png,0,3D,Face,4
22,NULL,3,,,0,,,NaN
23,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
23,NULL,7,,,0,,,NaN
24,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
24,NULL,3,,,0,,,NaN
25,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
25,NULL,3,,,0,,,NaN
26,3D_Face,1,Face_07_L.png,Face_07_R.png,0,3D,Face,7
26,NULL,7,,,0,,,NaN
27,3D_Hand,1,Hand_03_L.png,Hand_03_R.png,0,3D,Hand,3
27,NULL,3,,,0,,,NaN
28,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
28,NULL,3,,,0,,,NaN
29,3D_Hand,1,Hand_09_L.png,Hand_09_R.png,0,3D,Hand,9
29,NULL,3,,,0,,,NaN
30,2D_Hand,1,Hand_07_R.png,Hand_07_R.png,0,2D,Hand,7
30,NULL,3,,,0,,,NaN
31,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
31,NULL,7,,,0,,,NaN
32,3D_Hand,1,Hand_01_L.png,Hand_01_R.png,0,3D,Hand,1
32,NULL,3,,,0,,,NaN
33,3D_Hand,1,Hand_01_L.png,Hand_01_R.png,1,3D,Hand,1
33,NULL,7,,,0,,,NaN
