Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,3D_Face,1,Face_14_L.png,Face_14_R.png,0,3D,Face,14
1,NULL,7,,,0,,,NaN
2,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
2,NULL,3,,,0,,,NaN
3,2D_Object,1,Object_01_R.png,Object_01_R.png,0,2D,Object,1
3,NULL,3,,,0,,,NaN
4,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
4,NULL,3,,,0,,,NaN
5,3D_Hand,1,Hand_01_L.png,Hand_01_R.png,0,3D,Hand,1
5,NULL,3,,,0,,,NaN
6,2D_Face,1,Face_14_R.png,Face_14_R.png,0,2D,Face,14
6,NULL,7,,,0,,,NaN
7,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,0,2D,Hand,3
7,NULL,3,,,0,,,NaN
8,2D_Hand,1,Hand_11_R.png,Hand_11_R.png,0,2D,Hand,11
8,NULL,3,,,0,,,NaN
9,2D_Object,1,Object_07_R.png,Object_07_R.png,0,2D,Object,7
9,NULL,3,,,0,,,NaN
10,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
10,NULL,3,,,0,,,NaN
11,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
11,NULL,3,,,0,,,NaN
12,3D_Hand,1,Hand_13_L.png,Hand_13_R.png,0,3D,Hand,13
12,NULL,3,,,0,,,NaN
13,3D_Object,1,Object_01_L.png,Object_01_R.png,0,3D,Object,1
13,NULL,7,,,0,,,NaN
14,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
14,NULL,3,,,0,,,NaN
15,3D_Hand,1,Hand_11_L.png,Hand_11_R.png,0,3D,Hand,11
15,NULL,7,,,0,,,NaN
16,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
16,NULL,7,,,0,,,NaN
17,2D_Face,1,Face_06_R.png,Face_06_R.png,0,2D,Face,6
17,NULL,3,,,0,,,NaN
18,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
18,NULL,3,,,0,,,NaN
19,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
19,NULL,3,,,0,,,NaN
20,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
20,NULL,3,,,0,,,NaN
21,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
21,NULL,3,,,0,,,NaN
22,3D_Face,1,Face_11_L.png,Face_11_R.png,0,3D,Face,11
22,NULL,7,,,0,,,NaN
23,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
23,NULL,3,,,0,,,NaN
24,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,0,2D,Hand,15
24,NULL,3,,,0,,,NaN
25,3D_Hand,1,Hand_06_L.png,Hand_06_R.png,0,3D,Hand,6
25,NULL,3,,,0,,,NaN
26,2D_Hand,1,Hand_10_R.png,Hand_10_R.png,0,2D,Hand,10
26,NULL,3,,,0,,,NaN
27,2D_Face,1,Face_09_R.png,Face_09_R.png,0,2D,Face,9
27,NULL,3,,,0,,,NaN
28,3D_Hand,1,Hand_09_L.png,Hand_09_R.png,0,3D,Hand,9
28,NULL,3,,,0,,,NaN
29,3D_Face,1,Face_03_L.png,Face_03_R.png,0,3D,Face,3
29,NULL,7,,,0,,,NaN
30,2D_Object,1,Object_14_R.png,Object_14_R.png,0,2D,Object,14
30,NULL,3,,,0,,,NaN
31,3D_Object,1,Object_05_L.png,Object_05_R.png,0,3D,Object,5
31,NULL,3,,,0,,,NaN
32,2D_Face,1,Face_02_R.png,Face_02_R.png,0,2D,Face,2
32,NULL,7,,,0,,,NaN
33,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
33,NULL,7,,,0,,,NaN
34,3D_Object,1,Object_11_L.png,Object_11_R.png,0,3D,Object,11
34,NULL,3,,,0,,,NaN
35,2D_Hand,1,Hand_12_R.png,Hand_12_R.png,0,2D,Hand,12
35,NULL,7,,,0,,,NaN
36,3D_Face,1,Face_07_L.png,Face_07_R.png,0,3D,Face,7
36,NULL,3,,,0,,,NaN
37,3D_Face,1,Face_07_L.png,Face_07_R.png,1,3D,Face,7
37,NULL,3,,,0,,,NaN
38,3D_Object,1,Object_16_L.png,Object_16_R.png,0,3D,Object,16
38,NULL,7,,,0,,,NaN
39,3D_Hand,1,Hand_16_L.png,Hand_16_R.png,0,3D,Hand,16
39,NULL,3,,,0,,,NaN
40,2D_Object,1,Object_05_R.png,Object_05_R.png,0,2D,Object,5
40,NULL,3,,,0,,,NaN
41,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
41,NULL,7,,,0,,,NaN
42,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
42,NULL,3,,,0,,,NaN
43,3D_Object,1,Object_15_L.png,Object_15_R.png,0,3D,Object,15
43,NULL,7,,,0,,,NaN
44,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
44,NULL,3,,,0,,,NaN
45,3D_Face,1,Face_16_L.png,Face_16_R.png,0,3D,Face,16
45,NULL,3,,,0,,,NaN
46,2D_Hand,1,Hand_16_R.png,Hand_16_R.png,0,2D,Hand,16
46,NULL,7,,,0,,,NaN
47,3D_Hand,1,Hand_03_L.png,Hand_03_R.png,0,3D,Hand,3
47,NULL,7,,,0,,,NaN
48,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
48,NULL,3,,,0,,,NaN
49,2D_Face,1,Face_04_R.png,Face_04_R.png,0,2D,Face,4
49,NULL,7,,,0,,,NaN
50,2D_Hand,1,Hand_01_R.png,Hand_01_R.png,0,2D,Hand,1
50,NULL,7,,,0,,,NaN
51,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
51,NULL,7,,,0,,,NaN
52,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
52,NULL,7,,,0,,,NaN
53,3D_Face,1,Face_05_L.png,Face_05_R.png,0,3D,Face,5
53,NULL,7,,,0,,,NaN
54,3D_Hand,1,Hand_10_L.png,Hand_10_R.png,0,3D,Hand,10
54,NULL,7,,,0,,,NaN
55,3D_Face,1,Face_08_L.png,Face_08_R.png,0,3D,Face,8
55,NULL,3,,,0,,,NaN
56,2D_Object,1,Object_03_R.png,Object_03_R.png,0,2D,Object,3
56,NULL,3,,,0,,,NaN
57,2D_Hand,1,Hand_13_R.png,Hand_13_R.png,0,2D,Hand,13
57,NULL,7,,,0,,,NaN
58,2D_Face,1,Face_16_R.png,Face_16_R.png,0,2D,Face,16
58,NULL,3,,,0,,,NaN
59,3D_Object,1,Object_13_L.png,Object_13_R.png,0,3D,Object,13
59,NULL,3,,,0,,,NaN
60,2D_Hand,1,Hand_04_R.png,Hand_04_R.png,0,2D,Hand,4
60,NULL,3,,,0,,,NaN
61,2D_Object,1,Object_10_R.png,Object_10_R.png,0,2D,Object,10
61,NULL,3,,,0,,,NaN
62,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
62,NULL,3,,,0,,,NaN
63,2D_Face,1,Face_07_R.png,Face_07_R.png,0,2D,Face,7
63,NULL,3,,,0,,,NaN
64,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
64,NULL,7,,,0,,,NaN
65,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
65,NULL,3,,,0,,,NaN
66,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
66,NULL,3,,,0,,,NaN
67,2D_Face,1,Face_15_R.png,Face_15_R.png,0,2D,Face,15
67,NULL,3,,,0,,,NaN
68,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
68,NULL,7,,,0,,,NaN
69,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
69,NULL,3,,,0,,,NaN
70,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
70,NULL,7,,,0,,,NaN
71,3D_Object,1,Object_09_L.png,Object_09_R.png,0,3D,Object,9
71,NULL,3,,,0,,,NaN
72,2D_Object,1,Object_15_R.png,Object_15_R.png,0,2D,Object,15
72,NULL,7,,,0,,,NaN
73,3D_Face,1,Face_04_L.png,Face_04_R.png,0,3D,Face,4
73,NULL,3,,,0,,,NaN
74,3D_Hand,1,Hand_07_L.png,Hand_07_R.png,0,3D,Hand,7
74,NULL,7,,,0,,,NaN
75,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
75,NULL,7,,,0,,,NaN
76,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
76,NULL,3,,,0,,,NaN
77,2D_Object,1,Object_02_R.png,Object_02_R.png,0,2D,Object,2
77,NULL,7,,,0,,,NaN
78,2D_Face,1,Face_10_R.png,Face_10_R.png,0,2D,Face,10
78,NULL,7,,,0,,,NaN
79,2D_Object,1,Object_13_R.png,Object_13_R.png,0,2D,Object,13
79,NULL,3,,,0,,,NaN
80,2D_Hand,1,Hand_09_R.png,Hand_09_R.png,0,2D,Hand,9
80,NULL,3,,,0,,,NaN
81,3D_Object,1,Object_06_L.png,Object_06_R.png,0,3D,Object,6
81,NULL,3,,,0,,,NaN
82,2D_Face,1,Face_11_R.png,Face_11_R.png,0,2D,Face,11
82,NULL,3,,,0,,,NaN
83,3D_Hand,1,Hand_12_L.png,Hand_12_R.png,0,3D,Hand,12
83,NULL,3,,,0,,,NaN
84,3D_Object,1,Object_10_L.png,Object_10_R.png,0,3D,Object,10
84,NULL,3,,,0,,,NaN
85,2D_Hand,1,Hand_05_R.png,Hand_05_R.png,0,2D,Hand,5
85,NULL,3,,,0,,,NaN
86,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
86,NULL,3,,,0,,,NaN
87,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
87,NULL,3,,,0,,,NaN
88,3D_Face,1,Face_10_L.png,Face_10_R.png,0,3D,Face,10
88,NULL,3,,,0,,,NaN
89,3D_Object,1,Object_14_L.png,Object_14_R.png,0,3D,Object,14
89,NULL,7,,,0,,,NaN
90,2D_Object,1,Object_04_R.png,Object_04_R.png,0,2D,Object,4
90,NULL,3,,,0,,,NaN
