Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
0,NULL,16,,,0,,,NaN
1,3D_Object,1,Object_08_L.png,Object_08_R.png,0,3D,Object,8
1,NULL,7,,,0,,,NaN
2,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
2,NULL,3,,,0,,,NaN
3,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
3,NULL,7,,,0,,,NaN
4,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
4,NULL,3,,,0,,,NaN
5,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
5,NULL,3,,,0,,,NaN
6,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
6,NULL,3,,,0,,,NaN
7,3D_Face,1,Face_06_L.png,Face_06_R.png,0,3D,Face,6
7,NULL,3,,,0,,,NaN
8,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
8,NULL,3,,,0,,,NaN
9,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
9,NULL,3,,,0,,,NaN
10,2D_Object,1,Object_04_R.png,Object_04_R.png,0,2D,Object,4
10,NULL,7,,,0,,,NaN
11,3D_Hand,1,Hand_04_L.png,Hand_04_R.png,0,3D,Hand,4
11,NULL,3,,,0,,,NaN
12,2D_Face,1,Face_01_R.png,Face_01_R.png,0,2D,Face,1
12,NULL,7,,,0,,,NaN
13,3D_Object,1,Object_12_L.png,Object_12_R.png,0,3D,Object,12
13,NULL,7,,,0,,,NaN
14,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
14,NULL,3,,,0,,,NaN
15,3D_Face,1,Face_01_L.png,Face_01_R.png,0,3D,Face,1
15,NULL,7,,,0,,,NaN
16,3D_Hand,1,Hand_15_L.png,Hand_15_R.png,0,3D,Hand,15
16,NULL,7,,,0,,,NaN
17,3D_Hand,1,Hand_07_L.png,Hand_07_R.png,0,3D,Hand,7
